Customer_ID,TotalSpending,Recency,Frequency
14711,2839.62,10,345
14712,1328.0700000000002,29,32
14713,5115.76,9,676
14714,906.24,24,93
14715,1825.45,24,137
14716,543.28,43,96
14717,81.3,733,11
14718,226.42,410,11
14719,1581.84,1,235
14720,663.81,5,37
14721,109.07,379,25
14722,489.52,147,87
14723,1803.06,10,416
14724,341.9,590,41
14725,1252.74,24,100
14726,116.5,654,15
14727,463.72999999999996,274,46
14728,190.58,413,14
14729,586.24,373,132
14730,1897.57,1,462
14731,380.02,47,45
14732,5517.07,8,277
14733,14335.15,16,319
14734,1056.42,425,63
14735,12240.16,3,366
14736,374.05,485,88
14737,3554.17,3,45
14738,1821.9,42,80
14739,11573.62,4,244
14740,4161.06,197,231
14741,1713.09,11,76
14742,579.85,435,34
14743,50.48,592,3
14744,3660.08,16,118
14745,2551.41,112,140
14746,593.5,406,9
14747,328.2,249,18
14748,2681.9,29,159
14749,310.15,479,18
14750,112.03,736,32
14751,126.45,684,7
14752,389.64,43,5
14753,869.51,87,48
14754,1547.93,44,136
14755,9972.550000000001,9,475
14756,2653.76,15,119
14757,420.5,75,19
14758,2864.97,144,136
14759,1625.97,4,102
14760,89.2,297,5
14761,447.92,58,24
14762,417.57,263,30
14764,278.3,46,6
14765,254.11,29,39
14766,6375.7300000000005,8,334
14767,382.81,474,18
14768,192.60000000000002,17,5
14769,15514.11,2,1398
14770,3637.64,232,197
14771,594.62,621,47
14772,139.26,112,9
14773,140.55,592,10
14774,241.45,528,13
14775,1011.9,58,60
14776,3708.3,51,190
14777,307.56,403,16
14778,730.86,127,35
14779,386.15,280,41
14780,447.68,54,27
14782,200.10000000000002,319,6
14783,307.3,659,17
14784,449.93,26,27
14785,77.4,10,3
14786,90.96,550,7
14787,110.65,471,15
14788,1156.32,7,58
14789,197.64,28,6
14790,2526.62,16,145
14791,303.63,606,19
14792,6.2,63,2
14793,625.9,21,39
14794,1953.9,2,104
14795,131.45000000000002,166,6
14796,10169.33,1,1493
14797,300.31,507,16
14798,724.31,52,49
14799,338.15,51,23
14800,7191.33,47,600
14801,189.34,61,57
14802,1502.98,438,2
14803,845.55,162,44
14804,353.27,8,12
14805,1082.55,15,127
14806,303.43,75,20
14807,504.14,390,38
14808,2718.6,39,231
14809,686.76,621,18
14810,2354.03,40,301
14811,170.5,387,28
14812,178.85,598,36
14813,888.91,369,138
14814,154.21,581,30
14815,778.5,36,53
14816,271.85,197,4
14817,3959.86,200,230
14818,1153.56,73,104
14819,456.41,64,54
14820,1274.76,21,64
14821,1230.15,366,69
14822,157.70000000000002,485,9
14823,321.43,180,70
14824,4022.9100000000003,10,158
14825,4735.08,3,299
14826,385.2,581,10
14827,0.0,665,1
14828,9839.460000000001,196,101
14829,1455.8700000000001,29,91
14830,188.88,53,39
14831,1676.57,680,82
14832,322.69,630,1
14833,94.8,498,7
14834,2206.16,17,87
14835,297.0,528,2
14836,102.44999999999999,10,6
14837,3460.32,89,209
14838,769.9200000000001,423,70
14839,915.28,418,74
14840,362.71,267,22
14841,7163.0,53,300
14842,2824.69,43,145
14843,211.79999999999998,436,9
14844,6702.43,63,277
14845,150.0,599,1
14846,437.4,427,12
14847,1348.95,148,62
14848,310.56,404,11
14849,15407.61,21,738
14850,1770.96,311,195
14851,829.4100000000001,23,42
14852,6132.43,58,309
14853,1376.87,24,31
14854,4303.06,78,214
14855,6520.3,119,207
14856,1290.53,36,65
14857,3651.851,59,213
14858,180.75,505,11
14859,1705.64,12,66
14860,170.32,19,11
14861,1380.73,52,86
14862,841.1999999999999,25,48
14863,266.76,29,11
14865,92.52000000000001,7,6
14866,20746.54,10,136
14867,2952.06,185,137
14868,4184.01,3,211
14869,2778.14,8,244
14870,1838.95,261,65
14871,1228.17,3,194
14872,816.6,483,43
14873,854.13,210,49
14874,116.18,535,6
14875,2862.4,107,89
14876,256.7,521,13
14877,425.85,418,63
14878,4076.5,12,369
14879,185.06,684,27
14880,690.59,77,46
14881,255.4,19,17
14882,3546.65,26,65
14883,761.59,18,53
14884,120.6,669,8
14885,1598.12,131,31
14886,364.8,252,18
14887,1862.0,79,6
14888,369.2,207,20
14889,135.9,336,10
14890,817.25,253,57
14891,1106.73,148,63
14892,202.35000000000002,690,13
14893,1809.6100000000001,9,106
14894,1492.81,85,46
14895,25119.54,7,900
14896,1826.0,204,253
14897,3140.54,7,127
14898,3365.95,23,291
14899,1331.38,395,129
14900,13.919999999999998,522,1
14901,1919.0,11,134
14902,1035.6200000000001,25,59
14903,2795.33,21,350
14904,1630.49,2,141
14905,1971.39,157,78
14906,68.44,445,1
14907,5547.72,3,268
14908,381.9,74,14
14909,1404.68,437,80
14910,434.35,2,30
14911,291420.81,1,11079
14912,1889.25,16,63
14913,4073.13,35,247
14915,1811.25,91,90
14916,3042.95,70,134
14917,1123.75,596,29
14918,5955.81,115,141
14919,359.35,539,13
14920,1607.17,212,97
14921,1316.07,30,78
14922,843.74,393,50
14923,749.1,50,44
14924,931.01,245,31
14926,359.4,381,3
14927,308.2,396,20
14928,223.91000000000003,627,21
14929,836.69,32,34
14930,5236.7300000000005,108,278
14931,1257.68,4,41
14932,666.13,365,32
14933,1770.0,443,4
14934,3503.5,81,185
14935,2849.83,297,26
14936,12410.81,33,527
14937,1621.88,56,34
14938,2322.43,562,71
14940,531.49,417,32
14941,182.1,578,7
14942,746.56,401,19
14943,107.62,663,5
14944,9784.67,29,303
14945,179.4,413,11
14946,100.9,14,3
14947,1049.79,72,54
14948,1101.97,23,63
14949,515.0,469,27
14950,371.2,19,19
14951,311.69,79,20
14952,17629.35,59,307
14953,971.32,25,245
14954,462.12,12,118
14955,163.77,732,31
14956,1325.0,421,4
14957,261.69,253,28
14958,941.99,147,71
14959,695.42,64,59
14960,221.27,8,27
14961,16410.15,10,670
14962,366.91,270,14
14963,3123.57,9,476
14964,206.21,247,13
14965,596.09,96,81
14966,1064.26,14,151
14967,1982.6100000000001,49,29
14968,501.24,30,84
14969,906.23,703,13
14970,4919.35,68,113
14971,1097.98,35,155
14972,145.07,128,20
14973,1314.45,107,32
14974,89.94,37,17
14975,472.39,57,26
14976,790.86,57,72
14977,31.929999999999996,725,4
14978,3112.19,72,290
14979,429.66,735,49
14980,150.68,737,24
14981,372.92,246,22
14982,237.78,572,39
14983,183.20000000000002,689,30
14984,1260.51,19,54
14985,292.01,198,83
14986,563.1,376,98
14987,1550.6499999999999,15,15
14988,2038.65,211,235
14989,342.4,661,18
14990,304.17,612,42
14991,314.67,430,21
14992,210.5,442,27
14993,36.13,563,10
14994,946.72,382,302
14995,231.98000000000002,38,60
14996,442.28999999999996,481,41
14997,776.5999999999999,46,38
14998,753.18,170,125
14999,129.48000000000002,592,9
15000,490.52,47,77
15001,199.10999999999999,394,46
15002,4138.08,115,337
15003,1027.03,473,329
15004,1220.77,147,154
15005,13754.58,15,2387
15006,757.78,51,182
15007,156.91,159,12
15008,360.0,480,12
15009,1259.43,12,180
15010,308.94,35,20
15011,416.6,395,20
15012,646.26,53,191
15013,1610.82,487,340
15014,257.67,43,33
15015,2354.97,501,294
15016,620.89,172,105
15017,125.58,33,20
15018,496.21000000000004,38,31
15019,252.81,266,66
15020,198.47,379,27
15021,2500.59,8,623
15022,1133.44,11,140
15023,11578.65,3,958
15024,3559.39,9,320
15025,979.79,33,139
15026,1048.8899999999999,80,138
15027,3195.6,30,91
15028,962.94,8,102
15029,365.1,619,10
15030,1979.91,71,33
15031,3102.94,4,395
15032,11010.05,256,95
15033,2557.18,4,501
15034,8231.2,15,752
15035,252.73000000000002,89,27
15036,429.56,72,119
15037,397.76,376,45
15038,1146.53,58,235
15039,39141.48,9,2695
15040,7.49,541,1
15041,289.4,170,104
15042,315.45,199,9
15043,2870.3199999999997,31,51
15044,16024.15,19,896
15045,735.66,151,12
15046,7623.79,9,394
15047,343.62,269,22
15048,381.0,65,94
15049,121.17000000000002,273,3
15050,4087.19,25,149
15051,3926.91,23,289
15052,207.73000000000002,319,28
15053,693.95,4,69
15054,302.1,12,114
15055,549.12,474,81
15056,113.64999999999999,520,6
15057,3255.96,275,70
15058,3387.58,25,347
15059,3491.2,40,589
15060,294.25,8,115
15061,126389.02,3,898
15062,2585.62,71,159
15063,370.79999999999995,213,5
15064,1254.41,410,81
15065,3326.86,37,166
15066,893.59,53,42
15067,3862.88,78,177
15068,1174.9,46,218
15069,1109.53,179,70
15070,737.0500000000001,372,33
15071,1455.56,93,54
15072,187.51999999999998,479,13
15073,2788.02,9,159
15074,1553.1299999999999,105,72
15075,773.03,77,27
15076,1447.74,172,80
15077,2428.08,494,32
15078,17286.73,7,771
15079,3625.4,212,141
15080,546.25,427,31
15081,1854.57,22,101
15082,93.35000000000001,668,6
15083,88.2,256,5
15084,965.2,379,31
15085,347.54,729,9
15086,218.53,564,11
15087,306.94,281,15
15088,1160.07,21,57
15089,2420.84,10,145
15090,381.32,308,23
15091,1046.6100000000001,67,57
15092,776.46,215,45
15093,13702.38,18,316
15094,83.0,463,5
15095,3141.64,103,124
15096,219.39000000000001,42,11
15097,908.35,4,66
15098,39916.5,182,3
15099,410.48,84,23
15100,2193.8999999999996,333,16
15101,1477.94,8,58
15102,554.67,530,27
15103,703.36,31,35
15104,993.54,196,67
15105,3094.91,18,151
15106,1422.52,17,100
15107,824.35,311,43
15108,1300.25,141,60
15109,983.1,245,48
15110,1505.8500000000001,23,53
15111,2442.37,29,135
15112,209.4,611,7
15113,3509.43,9,97
15114,3400.12,30,231
15115,531.85,18,35
15116,1352.75,17,45
15117,2485.9700000000003,14,131
15118,244.8,134,1
15119,266.4,245,14
15120,358.82,133,21
15121,457.72,50,28
15122,4487.27,114,227
15123,4656.17,7,183
15124,450.82,22,31
15125,17024.87,25,240
15126,449.49,536,25
15127,711.5,65,28
15128,1783.68,60,123
15129,6860.18,50,207
15130,330.11,169,22
15131,80.28,394,7
15132,977.9300000000001,18,52
15133,1806.9,127,49
15134,1596.29,14,85
15135,305.68,239,20
15136,1286.7,2,68
15137,823.4,520,34
15138,502.52,393,31
15139,178.96,239,13
15140,3243.69,52,112
15141,1388.47,457,80
15142,2619.92,46,142
15143,563.63,225,31
15144,12160.31,8,349
15145,1194.73,4,67
15146,1327.16,164,91
15147,623.5,240,28
15148,301.29,10,20
15149,1554.6100000000001,133,69
15150,8977.94,17,573
15151,2085.61,423,57
15152,5263.83,9,300
15153,329.25,31,22
15154,1343.72,75,173
15155,383.96999999999997,383,24
15156,961.49,1,55
15157,2654.11,3,152
15158,606.02,45,11
15159,22116.73,1,810
15160,589.27,357,23
15161,119.92,388,33
15162,312.9,731,12
15163,304.47,18,29
15164,2028.1100000000001,68,352
15165,487.75,373,27
15166,167.16,467,12
15167,1627.62,320,304
15168,106.56,25,5
15169,569.22,382,59
15170,81.15,406,4
15171,1289.5,331,5
15172,1624.05,8,110
15173,1494.6,380,86
15174,481.46,322,34
15175,224.14,71,23
15176,988.04,667,52
15177,948.93,425,26
15178,40.5,260,3
15179,7491.92,18,314
15180,816.9300000000001,367,52
15181,1200.2,66,20
15182,2998.952,154,125
15183,639.93,547,38
15184,685.39,29,84
15185,310.62,70,21
15186,1403.2,14,52
15187,4777.18,1,91
15188,310.43,725,23
15189,17524.38,1,241
15190,834.4399999999999,434,40
15191,588.05,463,35
15192,1666.39,119,91
15193,499.32,60,19
15194,12021.53,3,476
15195,3861.0,2,1
15196,313.7,432,42
15197,1877.51,10,59
15198,571.35,92,31
15199,3122.4,59,51
15200,549.05,494,30
15201,1842.95,87,100
15202,6001.49,420,3
15203,4400.18,25,343
15204,316.58,357,9
15205,653.24,85,37
15206,420.29999999999995,10,9
15207,683.9200000000001,416,24
15208,970.52,1,48
15209,178.98000000000002,730,13
15210,1176.19,225,67
15211,894.4100000000001,60,52
15212,208.28,241,10
15213,328.35,318,24
15214,1661.44,1,110
15215,2422.43,46,113
15216,486.09,87,24
15217,426.24,563,28
15218,11468.83,10,396
15219,685.45,176,26
15220,1778.96,51,117
15221,2062.2000000000003,366,29
15222,3550.91,318,138
15223,1417.95,225,34
15224,871.36,358,35
15225,409.40000000000003,234,23
15226,154.41,310,8
15227,2488.4900000000002,36,120
15228,5580.2699999999995,66,234
15229,160.5,586,9
15230,429.6,239,23
15231,250.26,621,14
15232,612.06,113,31
15233,59.400000000000006,401,1
15234,197.0,276,14
15235,2772.76,217,178
15236,321.05,298,15
15237,1412.32,1,99
15238,1071.99,29,50
15239,780.59,10,49
15240,4459.98,44,224
15241,3050.16,66,184
15242,302.04,422,4
15243,927.2800000000001,74,61
15244,912.08,65,48
15245,4610.84,134,148
15246,780.4,238,51
15247,976.06,122,17
15248,1893.93,411,106
15249,9266.0,31,502
15250,60.0,640,3
15251,20324.54,9,230
15252,2103.41,36,118
15253,2055.09,16,116
15254,1088.35,127,67
15255,3706.02,66,188
15256,170.4,148,10
15257,685.9,283,12
15258,623.16,168,34
15259,1182.3799999999999,512,57
15260,8767.73,100,381
15261,1508.0,135,92
15262,418.82,323,26
15263,156.51,106,12
15264,848.4,64,55
15265,3345.64,151,193
15266,852.21,338,45
15267,1717.36,22,11
15268,961.9000000000001,478,22
15269,1225.3600000000001,23,35
15270,8524.86,15,168
15271,4528.54,7,570
15272,2030.95,57,286
15273,228.96,599,1
15274,716.57,4,47
15275,615.14,37,41
15276,619.8,66,178
15277,476.34,46,26
15278,496.15999999999997,561,29
15279,1580.54,354,94
15280,397.52,172,60
15281,8543.57,58,522
15282,348.59,570,27
15283,148.33,390,9
15284,24.75,500,1
15285,94.92,407,6
15286,240.55,49,3
15287,856.03,22,36
15288,3715.38,43,153
15289,1593.09,29,97
15290,10496.28,4,292
15291,13517.76,25,244
15292,178.39,201,24
15293,247.5,665,19
15294,233.35,410,15
15295,207.04,654,52
15296,10323.03,50,534
15297,641.94,10,39
15298,9061.77,2,425
15299,6156.53,67,10
15300,496.44,64,28
15301,6909.67,50,345
15302,308.0,730,15
15303,1224.18,290,69
15304,796.4000000000001,60,24
15305,93.6,555,5
15306,3484.73,64,162
15307,205.3,95,12
15308,310.47,274,19
15309,797.96,610,54
15310,1634.64,478,45
15311,114966.42,0,4306
15312,2930.19,75,163
15313,52.0,110,1
15314,820.4499999999999,199,50
15315,570.5,64,37
15316,165.0,326,1
15317,129.75,677,5
15318,312.62,3,33
15319,204.5,283,16
15320,267.13,44,36
15321,6709.7300000000005,70,309
15322,1390.86,85,83
15323,434.6,562,29
15324,140.22000000000003,701,8
15325,1601.46,103,224
15326,1700.52,333,129
15327,208.75,52,10
15328,107.24,407,8
15329,2958.83,39,154
15330,714.96,32,13
15331,767.91,499,44
15332,4892.68,366,154
15333,1028.56,208,16
15334,350.82,156,98
15335,170.22,53,35
15336,240.5,401,15
15337,373.02,411,21
15338,277.93,677,58
15339,1821.02,66,220
15340,105.5,561,7
15341,2402.7200000000003,80,24
15342,406.09,129,24
15343,364.5,87,21
15344,563.94,0,26
15345,393.54,45,20
15346,596.12,332,37
15347,1162.0,366,36
15348,158.04,72,9
15349,463.90999999999997,158,71
15350,547.6,373,30
15351,3430.22,12,314
15352,111.15,548,34
15353,2794.4700000000003,254,360
15354,284.4,603,3
15355,277.05,29,14
15356,3239.57,31,669
15358,16425.86,4,1089
15359,181.35,662,16
15360,427.93,39,13
15361,689.07,361,10
15362,613.08,448,40
15363,678.11,372,35
15364,913.19,95,29
15365,4557.13,25,218
15366,2389.08,75,138
15367,5081.33,57,279
15368,722.74,21,8
15369,6251.26,492,59
15370,3739.01,40,144
15371,59.400000000000006,662,1
15372,6017.06,137,57
15373,3084.54,8,189
15374,307.32,128,10
15375,60.959999999999994,690,6
15376,1221.56,40,116
15377,1211.75,382,21
15378,246.5,462,12
15379,4877.84,169,263
15380,3248.96,8,52
15381,1890.5700000000002,213,24
15382,13733.550000000001,14,632
15384,2027.79,169,118
15385,942.08,40,21
15386,394.14,186,31
15387,468.65,492,20
15388,140.54,270,10
15389,2733.8,172,6
15390,1216.66,396,77
15391,289.87,584,12
15392,2911.62,4,144
15393,891.34,16,44
15394,5286.8,9,227
15395,107.45,325,7
15396,796.38,112,16
15397,94.0,289,6
15398,1345.53,16,73
15399,815.77,1,50
15400,1302.3,92,27
15401,216.95000000000002,452,14
15402,1830.54,148,131
15403,170.88,491,8
15404,257.06,375,16
15405,659.84,189,30
15406,975.87,31,122
15407,1046.74,33,148
15408,267.18,264,34
15409,131.25,721,9
15410,4685.72,84,162
15411,1348.93,26,98
15412,190.53,171,10
15413,6798.72,691,25
15414,774.9000000000001,9,39
15415,559.61,313,47
15416,4572.82,64,228
15417,508.8,85,28
15418,449.42,425,68
15419,135.86,24,8
15420,743.0,434,56
15421,3805.34,58,316
15422,1619.97,323,120
15423,266.89,38,14
15424,597.78,254,33
15425,1941.1200000000001,400,143
15426,2156.35,19,429
15427,1430.54,33,292
15428,762.75,15,44
15429,397.35,26,82
15430,954.75,467,36
15431,153.24,502,2
15432,320.76,23,16
15433,533.3,213,41
15434,2567.06,8,134
15435,149.29,22,29
15436,1067.75,12,291
15437,393.45,262,57
15438,156.57999999999998,131,25
15439,1269.05,404,57
15440,383.68,54,62
15441,1254.21,396,57
15442,594.0,248,2
15443,5114.23,1,625
15444,1411.21,9,214
15445,284.5,264,14
15446,399.75,376,112
15447,492.88,330,29
15448,788.81,312,49
15449,974.52,26,60
15450,429.84,30,30
15451,226.86,434,60
15452,1785.1100000000001,29,199
15453,1371.77,1,279
15454,305.99,362,40
15455,38.25,597,2
15456,2091.52,283,227
15457,237.07,262,58
15458,370.43999999999994,25,13
15459,202.82999999999998,417,7
15460,214.26,354,56
15461,429.7,460,2
15462,737.05,94,41
15463,126.14,29,7
15464,1044.65,338,155
15465,12100.4,19,255
15466,1560.46,85,262
15467,524.88,9,52
15468,1430.48,51,80
15469,874.25,50,43
15470,63.419999999999995,575,4
15471,1292.01,2,155
15472,371.56,113,76
15473,2046.0,14,14
15474,150.35,595,19
15475,454.10999999999996,77,29
15476,2209.98,380,79
15477,368.4,649,2
15478,1983.48,40,69
15479,147.4,733,9
15480,6279.0,116,215
15481,1993.34,401,38
15482,14417.36,15,148
15483,817.8199999999999,161,269
15484,4652.1,1,240
15485,4810.92,30,137
15486,102.0,527,1
15487,231.32,679,14
15488,431.92,92,11
15489,2419.61,22,114
15490,210.85,430,25
15491,3100.09,95,154
15492,659.4599999999999,28,35
15493,4121.68,32,612
15494,3702.6,21,368
15495,246.5,379,20
15496,146.14000000000001,631,22
15497,8657.39,17,121
15498,24972.86,2,941
15499,158.65,723,41
15500,1131.56,8,68
15501,399.95,404,69
15502,13003.869999999999,15,330
15503,257.3,362,117
15504,402.7,81,64
15505,3610.96,52,97
15506,2030.33,22,273
15507,475.86,171,45
15508,1000.27,189,92
15509,152.41,380,26
15510,250.0,330,1
15511,900.53,11,158
15512,331.58,155,32
15513,26437.05,33,547
15514,6392.06,12,317
15515,171.81,387,7
15516,62.43,44,15
15517,267.03,233,27
15518,4189.99,64,448
15519,344.61,383,37
15520,343.5,1,18
15521,7098.24,40,403
15522,397.99,32,56
15523,17259.19,84,212
15524,591.4,24,9
15525,890.22,2,180
15526,148.44,33,4
15527,5554.89,18,329
15528,229.33,254,26
15529,4783.66,22,785
15530,1808.68,21,142
15531,1972.39,8,219
15532,3738.85,25,617
15533,807.57,19,83
15534,162.25,725,8
15535,1044.3700000000001,173,130
15536,259.09,409,16
15537,110.92,163,24
15538,3358.3999999999996,537,14
15539,538.46,7,41
15540,460.68,11,31
15541,85.13000000000001,114,29
15542,855.71,512,226
15543,242.26,288,56
15544,7807.89,9,531
15545,288.96999999999997,54,80
15546,1079.1000000000001,606,12
15547,10057.05,7,1332
15548,158.09,595,23
15549,2334.16,77,161
15550,2211.05,4,235
15551,1679.81,36,143
15552,252.52,217,30
15553,428.93,60,55
15554,217.2,277,14
15555,11243.91,12,1591
15556,279.77,24,31
15557,468.91,28,19
15558,202.68,639,23
15559,1109.4,568,62
15560,153.52,397,10
15561,1934.3899999999999,11,92
15562,671.4300000000001,351,33
15563,2859.46,22,257
15564,70.74000000000001,463,4
15565,173.16,50,8
15566,227.87,392,12
15567,186.01,18,7
15568,758.29,2,53
15569,3583.45,103,140
15570,8736.49,7,730
15571,3892.35,11,600
15572,3965.2,4,343
15573,1188.42,31,211
15574,1101.44,177,230
15575,30.1,619,3
15576,921.37,37,43
15577,396.03000000000003,151,59
15578,127.1,162,13
15579,1250.63,68,161
15580,1375.39,376,225
15581,7480.4,120,685
15582,682.9100000000001,24,44
15583,95.96,376,39
15584,1268.2,23,220
15585,455.3,176,31
15586,1139.1,592,38
15587,1522.0800000000002,50,14
15588,579.6,677,4
15589,478.53000000000003,255,29
15590,1496.6,382,87
15591,217.9,582,7
15592,388.58,46,24
15593,199.8,70,5
15594,1771.78,15,103
15595,357.6,487,4
15596,2727.72,100,155
15597,563.37,35,37
15598,548.02,53,36
15599,1250.06,26,83
15600,1199.31,428,71
15601,14191.74,11,824
15602,3137.96,8,126
15603,88.48,78,4
15604,216.39,52,17
15605,1741.95,36,99
15606,5230.99,61,145
15607,1708.97,336,109
15608,1785.98,28,105
15609,298.48,184,16
15610,112.46000000000001,51,6
15611,2997.28,9,94
15612,195.15,36,6
15613,433.71999999999997,610,27
15614,3147.36,437,81
15615,21373.97,10,901
15616,317.11,438,13
15617,828.5500000000001,396,42
15618,776.851,32,45
15619,336.40000000000003,10,3
15620,1942.36,56,129
15621,1293.03,4,16
15622,7852.61,43,426
15623,2437.05,141,108
15624,588.13,116,34
15625,3236.4,103,171
15626,1067.52,74,80
15627,566.9,457,24
15628,5333.08,4,299
15629,2240.9,450,77
15630,1481.4,45,80
15631,596.67,642,39
15632,3285.31,15,167
15633,4335.96,509,176
15634,554.65,17,34
15635,100.35,395,2
15636,1444.58,89,57
15637,797.59,52,41
15638,2265.2,378,25
15639,1065.08,134,69
15640,23494.31,4,748
15641,5345.55,105,311
15642,105.78000000000002,729,6
15643,664.0,191,33
15644,803.54,166,232
15645,1055.17,18,68
15646,784.8100000000001,157,68
15647,169.0,415,11
15648,639.5,204,24
15649,1660.35,336,11
15650,553.88,521,36
15651,1259.06,36,60
15652,1405.94,91,102
15653,877.4399999999999,92,6
15654,922.53,9,21
15655,560.67,243,34
15656,748.5,45,47
15657,30.0,22,1
15658,2117.27,190,103
15659,532.49,43,21
15660,2603.69,25,151
15661,1215.95,317,44
15662,283.73,661,12
15663,138.14,106,9
15664,1254.03,50,70
15665,3987.07,168,286
15666,632.9399999999999,472,67
15667,301.32,39,13
15668,76.32000000000001,217,1
15669,684.34,40,33
15670,325.2,296,19
15671,2657.13,18,78
15672,45.300000000000004,725,3
15673,6204.32,88,268
15674,6948.2300000000005,73,351
15675,542.04,81,35
15676,3435.76,18,202
15677,1305.63,49,72
15678,1825.94,52,92
15679,781.28,24,110
15680,4028.69,9,236
15681,2989.7,25,88
15682,318.24,599,25
15683,524.54,117,26
15684,173.95,547,11
15685,55.980000000000004,450,17
15686,90.0,420,1
15687,2993.1,8,166
15688,190.57,418,27
15689,521.03,119,24
15690,239.76,4,19
15691,571.3,252,14
15692,191.04,28,12
15693,37.5,659,1
15694,9978.48,0,143
15695,1131.04,266,59
15696,3881.2200000000003,33,221
15697,246.75,689,14
15698,46.2,624,2
15699,309.65,17,18
15700,696.68,172,86
15701,1529.0,2,230
15702,140.39000000000001,476,30
15703,211.5,264,5
15704,3734.6600000000003,140,204
15705,143.1,201,6
15706,1060.56,63,55
15707,916.98,35,205
15708,3887.15,40,337
15709,327.85,283,27
15710,898.87,417,110
15711,420.25,556,25
15712,3472.4100000000003,9,166
15713,839.64,143,52
15714,783.96,11,48
15715,658.02,555,38
15716,2485.26,145,286
15717,607.0,234,24
15718,293.79,540,18
15719,10195.97,32,1770
15720,739.22,24,153
15721,471.40000000000003,11,84
15722,5234.0,35,178
15723,930.7,364,123
15724,310.85,201,17
15725,415.25,15,32
15726,321.91,390,23
15727,9371.71,16,685
15728,544.6,379,12
15729,192.55,212,11
15730,1726.58,65,111
15731,125.3,553,8
15732,1543.97,212,99
15733,162.3,282,10
15734,2263.3,114,43
15735,327.68,421,19
15736,1767.12,435,100
15737,1188.1200000000001,14,71
15738,13043.32,18,482
15739,449.12,66,8
15740,154.88,49,9
15741,208.62,458,12
15742,156.87,619,41
15743,775.96,16,86
15744,34.8,77,3
15745,1094.59,19,62
15746,196.88,134,28
15747,2499.81,12,216
15748,609.8100000000001,40,36
15749,44534.3,235,10
15750,6452.991,2,628
15751,1380.44,460,130
15752,3924.91,39,586
15753,79.2,304,1
15754,3037.61,51,131
15755,5993.12,10,371
15756,528.01,61,191
15757,2940.36,65,193
15758,205.25,24,9
15759,830.9300000000001,218,17
15760,13916.34,630,2
15761,143.05,442,5
15762,583.75,65,37
15763,1086.92,31,61
15764,4503.08,88,249
15765,370.63,666,25
15766,831.06,64,26
15768,15308.89,115,1208
15769,88612.52,7,223
15770,321.45,612,18
15771,1006.54,604,28
15772,280.88,418,16
15773,774.52,5,47
15774,1288.34,68,110
15775,150.5,245,9
15776,241.62,133,18
15777,1762.61,241,39
15778,307.95,431,17
15779,124.08000000000001,463,8
15780,475.28000000000003,183,29
15781,345.46,25,20
15782,4014.1,9,61
15783,246.3,10,14
15784,848.3299999999999,467,43
15785,5969.93,32,225
15786,8501.62,46,465
15787,933.26,26,200
15788,221.82999999999998,508,14
15789,1962.01,358,138
15790,218.75,10,34
15791,3608.34,43,167
15792,933.84,399,57
15793,2399.57,14,30
15794,777.0,736,15
15795,1979.8700000000001,149,131
15796,5171.63,1,293
15797,2821.08,113,12
15798,1535.37,492,83
15799,1421.34,75,154
15800,1227.07,107,232
15801,1063.95,46,64
15802,451.42,142,1
15803,1929.66,51,51
15804,4206.39,0,263
15805,10148.93,23,529
15806,784.58,46,31
15807,1817.52,50,88
15808,17180.25,306,772
15809,1274.44,36,58
15810,2999.04,78,166
15811,3486.15,22,273
15812,5201.47,107,125
15813,1303.9099999999999,207,40
15814,2634.44,16,98
15815,2100.6,63,49
15816,144.14999999999998,542,11
15817,2766.4,420,152
15818,340.5,588,11
15819,3934.79,49,260
15820,206.98,319,17
15821,570.96,44,62
15822,1840.06,3,65
15823,3882.17,372,155
15824,890.94,453,26
15825,532.94,172,20
15826,2598.28,56,119
15827,3603.14,73,217
15828,1108.82,375,74
15829,636.14,99,51
15830,576.0,37,39
15831,794.64,58,66
15832,836.79,254,54
15833,80.4,737,5
15834,3764.39,70,374
15835,954.09,44,50
15836,137.37,50,10
15837,777.01,64,52
15838,73205.5,11,206
15839,1048.49,33,62
15840,355.56,58,27
15841,2742.41,72,92
15842,548.8,393,25
15843,118.95000000000002,303,8
15844,130.73999999999998,46,11
15845,4426.28,17,174
15846,107.01,385,29
15847,822.57,38,48
15848,137.99,621,34
15850,1006.75,19,311
15851,109.73,526,8
15852,257.26,186,33
15853,110.8,51,30
15854,5578.28,4,256
15855,1052.72,136,95
15856,32275.95,4,1102
15857,570.48,18,24
15858,3552.41,15,435
15859,438.46,432,22
15860,2361.3,40,343
15861,4369.2,12,788
15862,2512.29,8,498
15863,355.1,25,77
15864,2180.76,22,23
15865,2241.42,40,126
15866,211.89,101,43
15867,8923.3,5,1020
15868,94.53,583,4
15869,321.11,277,34
15870,857.46,32,143
15871,33.099999999999994,437,5
15872,729.25,14,188
15873,313.91999999999996,499,6
15874,11284.76,63,342
15875,108.52,646,23
15876,1449.1399999999999,409,11
15877,490.33,1,126
15878,330.77,561,51
15879,1137.8,404,179
15880,329.03000000000003,369,96
15881,501.39000000000004,312,29
15882,1124.66,198,59
15883,396.48,2,49
15884,244.60000000000002,432,14
15885,1951.82,92,115
15886,1052.8700000000001,60,62
15887,1027.15,406,37
15888,429.16,80,39
15889,1427.6,156,301
15890,535.65,394,10
15891,511.68,226,60
